S1,Sample Start Date,Tracking Start Date,Tracking End Date
185,20090601,20090801,20090901
186,20090701,20090901,20091001
187,20090801,20091001,20091101
188,20090901,20091101,20091201
189,20091001,20091201,20100101
190,20091101,20100101,20100201
191,20091201,20100201,20100301
192,20100101,20100301,20100401
193,20100201,20100401,20100501
194,20100301,20100501,20100601
195,20100401,20100601,20100701
196,20100501,20100701,20100801
197,20100601,20100801,20100901
198,20100701,20100901,20101001
199,20100801,20101001,20101101
200,20100901,20101101,20101201
201,20101001,20101201,20110101
202,20101101,20110101,20110201
203,20101201,20110201,20110301
204,20110101,20110301,20110401
205,20110201,20110401,20110501
206,20110301,20110501,20110601
207,20110401,20110601,20110701
208,20110501,20110701,20110801
209,20110601,20110801,20110901
210,20110701,20110901,20111001
211,20110801,20111001,20111101
212,20110901,20111101,20111201
213,20111001,20111201,20120101
214,20111101,20120101,20120201
215,20111201,20120201,20120301
216,20120101,20120301,20120401
217,20120201,20120401,20120501
218,20120301,20120501,20120601
219,20120401,20120601,20120701
220,20120501,20120701,20120801
221,20120601,20120801,20120901
222,20120701,20120901,20121001
223,20120801,20121001,20121101
224,20120901,20121101,20121201
225,20121001,20121201,20130101
226,20121101,20130101,20130201
227,20121201,20130201,20130301
228,20130101,20130301,20130401
229,20130201,20130401,20130501
230,20130301,20130501,20130601
231,20130401,20130601,20130701
232,20130501,20130701,20130801
233,20130601,20130801,20130901
234,20130701,20130901,20131001
235,20130801,20131001,20131101
236,20130901,20131101,20131201
237,20131001,20131201,20140101
238,20131101,20140101,20140201
239,20131201,20140201,20140301
240,20140101,20140301,20140401
241,20140201,20140401,20140501
242,20140301,20140501,20140601
243,20140401,20140601,20140701
244,20140501,20140701,20140801
245,20140601,20140801,20140901
246,20140701,20140901,20141001
247,20140801,20141001,20141101
248,20140901,20141101,20141201
249,20141001,20141201,20150101
250,20141101,20150101,20150201
251,20141201,20150201,20150301
252,20150101,20150301,20150401
253,20150201,20150401,20150501
254,20150301,20150501,20150601
255,20150401,20150601,20150701
256,20150501,20150701,20150801
257,20150601,20150801,20150901
258,20150701,20150901,20151001
259,20150801,20151001,20151101
260,20150901,20151101,20151201
261,20151001,20151201,20160101
S3,Sample Start Date,Tracking Start Date,Tracking End Date
0,19940101,19940401,19940501
1,19940201,19940501,19940601
2,19940301,19940601,19940701
3,19940401,19940701,19940801
4,19940501,19940801,19940901
5,19940601,19940901,19941001
6,19940701,19941001,19941101
7,19940801,19941101,19941201
8,19940901,19941201,19950101
9,19941001,19950101,19950201
10,19941101,19950201,19950301
11,19941201,19950301,19950401
12,19950101,19950401,19950501
13,19950201,19950501,19950601
14,19950301,19950601,19950701
15,19950401,19950701,19950801
16,19950501,19950801,19950901
17,19950601,19950901,19951001
18,19950701,19951001,19951101
19,19950801,19951101,19951201
20,19950901,19951201,19960101
21,19951001,19960101,19960201
22,19951101,19960201,19960301
23,19951201,19960301,19960401
24,19960101,19960401,19960501
25,19960201,19960501,19960601
26,19960301,19960601,19960701
27,19960401,19960701,19960801
28,19960501,19960801,19960901
29,19960601,19960901,19961001
30,19960701,19961001,19961101
31,19960801,19961101,19961201
32,19960901,19961201,19970101
33,19961001,19970101,19970201
34,19961101,19970201,19970301
35,19961201,19970301,19970401
36,19970101,19970401,19970501
37,19970201,19970501,19970601
38,19970301,19970601,19970701
39,19970401,19970701,19970801
40,19970501,19970801,19970901
41,19970601,19970901,19971001
42,19970701,19971001,19971101
43,19970801,19971101,19971201
44,19970901,19971201,19980101
45,19971001,19980101,19980201
46,19971101,19980201,19980301
47,19971201,19980301,19980401
48,19980101,19980401,19980501
49,19980201,19980501,19980601
50,19980301,19980601,19980701
51,19980401,19980701,19980801
52,19980501,19980801,19980901
53,19980601,19980901,19981001
54,19980701,19981001,19981101
55,19980801,19981101,19981201
56,19980901,19981201,19990101
57,19981001,19990101,19990201
58,19981101,19990201,19990301
59,19981201,19990301,19990401
60,19990101,19990401,19990501
61,19990201,19990501,19990601
62,19990301,19990601,19990701
63,19990401,19990701,19990801
64,19990501,19990801,19990901
65,19990601,19990901,19991001
66,19990701,19991001,19991101
67,19990801,19991101,19991201
68,19990901,19991201,20000101
69,19991001,20000101,20000201
70,19991101,20000201,20000301
71,19991201,20000301,20000401
72,20000101,20000401,20000501
73,20000201,20000501,20000601
74,20000301,20000601,20000701
75,20000401,20000701,20000801
76,20000501,20000801,20000901
77,20000601,20000901,20001001
78,20000701,20001001,20001101
79,20000801,20001101,20001201
80,20000901,20001201,20010101
81,20001001,20010101,20010201
82,20001101,20010201,20010301
83,20001201,20010301,20010401
84,20010101,20010401,20010501
85,20010201,20010501,20010601
86,20010301,20010601,20010701
87,20010401,20010701,20010801
88,20010501,20010801,20010901
89,20010601,20010901,20011001
90,20010701,20011001,20011101
91,20010801,20011101,20011201
92,20010901,20011201,20020101
93,20011001,20020101,20020201
94,20011101,20020201,20020301
95,20011201,20020301,20020401
96,20020101,20020401,20020501
97,20020201,20020501,20020601
98,20020301,20020601,20020701
99,20020401,20020701,20020801
100,20020501,20020801,20020901
101,20020601,20020901,20021001
102,20020701,20021001,20021101
103,20020801,20021101,20021201
104,20020901,20021201,20030101
105,20021001,20030101,20030201
106,20021101,20030201,20030301
107,20021201,20030301,20030401
108,20030101,20030401,20030501
109,20030201,20030501,20030601
110,20030301,20030601,20030701
111,20030401,20030701,20030801
112,20030501,20030801,20030901
113,20030601,20030901,20031001
114,20030701,20031001,20031101
115,20030801,20031101,20031201
116,20030901,20031201,20040101
117,20031001,20040101,20040201
118,20031101,20040201,20040301
119,20031201,20040301,20040401
120,20040101,20040401,20040501
121,20040201,20040501,20040601
122,20040301,20040601,20040701
123,20040401,20040701,20040801
124,20040501,20040801,20040901
125,20040601,20040901,20041001
126,20040701,20041001,20041101
127,20040801,20041101,20041201
128,20040901,20041201,20050101
129,20041001,20050101,20050201
130,20041101,20050201,20050301
131,20041201,20050301,20050401
132,20050101,20050401,20050501
133,20050201,20050501,20050601
134,20050301,20050601,20050701
135,20050401,20050701,20050801
136,20050501,20050801,20050901
137,20050601,20050901,20051001
138,20050701,20051001,20051101
139,20050801,20051101,20051201
140,20050901,20051201,20060101
141,20051001,20060101,20060201
142,20051101,20060201,20060301
143,20051201,20060301,20060401
144,20060101,20060401,20060501
145,20060201,20060501,20060601
146,20060301,20060601,20060701
147,20060401,20060701,20060801
148,20060501,20060801,20060901
149,20060601,20060901,20061001
150,20060701,20061001,20061101
151,20060801,20061101,20061201
152,20060901,20061201,20070101
153,20061001,20070101,20070201
154,20061101,20070201,20070301
155,20061201,20070301,20070401
156,20070101,20070401,20070501
157,20070201,20070501,20070601
158,20070301,20070601,20070701
159,20070401,20070701,20070801
160,20070501,20070801,20070901
161,20070601,20070901,20071001
162,20070701,20071001,20071101
163,20070801,20071101,20071201
164,20070901,20071201,20080101
165,20071001,20080101,20080201
166,20071101,20080201,20080301
167,20071201,20080301,20080401
168,20080101,20080401,20080501
169,20080201,20080501,20080601
170,20080301,20080601,20080701
171,20080401,20080701,20080801
172,20080501,20080801,20080901
173,20080601,20080901,20081001
174,20080701,20081001,20081101
175,20080801,20081101,20081201
176,20080901,20081201,20090101
177,20081001,20090101,20090201
178,20081101,20090201,20090301
179,20081201,20090301,20090401
180,20090101,20090401,20090501
181,20090201,20090501,20090601
182,20090301,20090601,20090701
183,20090401,20090701,20090801
184,20090501,20090801,20090901
185,20090601,20090901,20091001
186,20090701,20091001,20091101
187,20090801,20091101,20091201
188,20090901,20091201,20100101
189,20091001,20100101,20100201
190,20091101,20100201,20100301
191,20091201,20100301,20100401
192,20100101,20100401,20100501
193,20100201,20100501,20100601
194,20100301,20100601,20100701
195,20100401,20100701,20100801
196,20100501,20100801,20100901
197,20100601,20100901,20101001
198,20100701,20101001,20101101
199,20100801,20101101,20101201
200,20100901,20101201,20110101
201,20101001,20110101,20110201
202,20101101,20110201,20110301
203,20101201,20110301,20110401
204,20110101,20110401,20110501
205,20110201,20110501,20110601
206,20110301,20110601,20110701
207,20110401,20110701,20110801
208,20110501,20110801,20110901
209,20110601,20110901,20111001
210,20110701,20111001,20111101
211,20110801,20111101,20111201
212,20110901,20111201,20120101
213,20111001,20120101,20120201
214,20111101,20120201,20120301
215,20111201,20120301,20120401
216,20120101,20120401,20120501
217,20120201,20120501,20120601
218,20120301,20120601,20120701
219,20120401,20120701,20120801
220,20120501,20120801,20120901
221,20120601,20120901,20121001
222,20120701,20121001,20121101
223,20120801,20121101,20121201
224,20120901,20121201,20130101
225,20121001,20130101,20130201
226,20121101,20130201,20130301
227,20121201,20130301,20130401
228,20130101,20130401,20130501
229,20130201,20130501,20130601
230,20130301,20130601,20130701
231,20130401,20130701,20130801
232,20130501,20130801,20130901
233,20130601,20130901,20131001
234,20130701,20131001,20131101
235,20130801,20131101,20131201
236,20130901,20131201,20140101
237,20131001,20140101,20140201
238,20131101,20140201,20140301
239,20131201,20140301,20140401
240,20140101,20140401,20140501
241,20140201,20140501,20140601
242,20140301,20140601,20140701
243,20140401,20140701,20140801
244,20140501,20140801,20140901
245,20140601,20140901,20141001
246,20140701,20141001,20141101
247,20140801,20141101,20141201
248,20140901,20141201,20150101
249,20141001,20150101,20150201
250,20141101,20150201,20150301
251,20141201,20150301,20150401
252,20150101,20150401,20150501
253,20150201,20150501,20150601
254,20150301,20150601,20150701
255,20150401,20150701,20150801
256,20150501,20150801,20150901
257,20150601,20150901,20151001
258,20150701,20151001,20151101
259,20150801,20151101,20151201
260,20150901,20151201,20160101
S4,Sample Start Date,Tracking Start Date,Tracking End Date
0,19940101,19940501,19940601
1,19940201,19940601,19940701
2,19940301,19940701,19940801
3,19940401,19940801,19940901
4,19940501,19940901,19941001
5,19940601,19941001,19941101
6,19940701,19941101,19941201
7,19940801,19941201,19950101
8,19940901,19950101,19950201
9,19941001,19950201,19950301
10,19941101,19950301,19950401
11,19941201,19950401,19950501
12,19950101,19950501,19950601
13,19950201,19950601,19950701
14,19950301,19950701,19950801
15,19950401,19950801,19950901
16,19950501,19950901,19951001
17,19950601,19951001,19951101
18,19950701,19951101,19951201
19,19950801,19951201,19960101
20,19950901,19960101,19960201
21,19951001,19960201,19960301
22,19951101,19960301,19960401
23,19951201,19960401,19960501
24,19960101,19960501,19960601
25,19960201,19960601,19960701
26,19960301,19960701,19960801
27,19960401,19960801,19960901
28,19960501,19960901,19961001
29,19960601,19961001,19961101
30,19960701,19961101,19961201
31,19960801,19961201,19970101
32,19960901,19970101,19970201
33,19961001,19970201,19970301
34,19961101,19970301,19970401
35,19961201,19970401,19970501
36,19970101,19970501,19970601
37,19970201,19970601,19970701
38,19970301,19970701,19970801
39,19970401,19970801,19970901
40,19970501,19970901,19971001
41,19970601,19971001,19971101
42,19970701,19971101,19971201
43,19970801,19971201,19980101
44,19970901,19980101,19980201
45,19971001,19980201,19980301
46,19971101,19980301,19980401
47,19971201,19980401,19980501
48,19980101,19980501,19980601
49,19980201,19980601,19980701
50,19980301,19980701,19980801
51,19980401,19980801,19980901
52,19980501,19980901,19981001
53,19980601,19981001,19981101
54,19980701,19981101,19981201
55,19980801,19981201,19990101
56,19980901,19990101,19990201
57,19981001,19990201,19990301
58,19981101,19990301,19990401
59,19981201,19990401,19990501
60,19990101,19990501,19990601
61,19990201,19990601,19990701
62,19990301,19990701,19990801
63,19990401,19990801,19990901
64,19990501,19990901,19991001
65,19990601,19991001,19991101
66,19990701,19991101,19991201
67,19990801,19991201,20000101
68,19990901,20000101,20000201
69,19991001,20000201,20000301
70,19991101,20000301,20000401
71,19991201,20000401,20000501
72,20000101,20000501,20000601
73,20000201,20000601,20000701
74,20000301,20000701,20000801
75,20000401,20000801,20000901
76,20000501,20000901,20001001
77,20000601,20001001,20001101
78,20000701,20001101,20001201
79,20000801,20001201,20010101
80,20000901,20010101,20010201
81,20001001,20010201,20010301
82,20001101,20010301,20010401
83,20001201,20010401,20010501
84,20010101,20010501,20010601
85,20010201,20010601,20010701
86,20010301,20010701,20010801
87,20010401,20010801,20010901
88,20010501,20010901,20011001
89,20010601,20011001,20011101
90,20010701,20011101,20011201
91,20010801,20011201,20020101
92,20010901,20020101,20020201
93,20011001,20020201,20020301
94,20011101,20020301,20020401
95,20011201,20020401,20020501
96,20020101,20020501,20020601
97,20020201,20020601,20020701
98,20020301,20020701,20020801
99,20020401,20020801,20020901
100,20020501,20020901,20021001
101,20020601,20021001,20021101
102,20020701,20021101,20021201
103,20020801,20021201,20030101
104,20020901,20030101,20030201
105,20021001,20030201,20030301
106,20021101,20030301,20030401
107,20021201,20030401,20030501
108,20030101,20030501,20030601
109,20030201,20030601,20030701
110,20030301,20030701,20030801
111,20030401,20030801,20030901
112,20030501,20030901,20031001
113,20030601,20031001,20031101
114,20030701,20031101,20031201
115,20030801,20031201,20040101
116,20030901,20040101,20040201
117,20031001,20040201,20040301
118,20031101,20040301,20040401
119,20031201,20040401,20040501
120,20040101,20040501,20040601
121,20040201,20040601,20040701
122,20040301,20040701,20040801
123,20040401,20040801,20040901
124,20040501,20040901,20041001
125,20040601,20041001,20041101
126,20040701,20041101,20041201
127,20040801,20041201,20050101
128,20040901,20050101,20050201
129,20041001,20050201,20050301
130,20041101,20050301,20050401
131,20041201,20050401,20050501
132,20050101,20050501,20050601
133,20050201,20050601,20050701
134,20050301,20050701,20050801
135,20050401,20050801,20050901
136,20050501,20050901,20051001
137,20050601,20051001,20051101
138,20050701,20051101,20051201
139,20050801,20051201,20060101
140,20050901,20060101,20060201
141,20051001,20060201,20060301
142,20051101,20060301,20060401
143,20051201,20060401,20060501
144,20060101,20060501,20060601
145,20060201,20060601,20060701
146,20060301,20060701,20060801
147,20060401,20060801,20060901
148,20060501,20060901,20061001
149,20060601,20061001,20061101
150,20060701,20061101,20061201
151,20060801,20061201,20070101
152,20060901,20070101,20070201
153,20061001,20070201,20070301
154,20061101,20070301,20070401
155,20061201,20070401,20070501
156,20070101,20070501,20070601
157,20070201,20070601,20070701
158,20070301,20070701,20070801
159,20070401,20070801,20070901
160,20070501,20070901,20071001
161,20070601,20071001,20071101
162,20070701,20071101,20071201
163,20070801,20071201,20080101
164,20070901,20080101,20080201
165,20071001,20080201,20080301
166,20071101,20080301,20080401
167,20071201,20080401,20080501
168,20080101,20080501,20080601
169,20080201,20080601,20080701
170,20080301,20080701,20080801
171,20080401,20080801,20080901
172,20080501,20080901,20081001
173,20080601,20081001,20081101
174,20080701,20081101,20081201
175,20080801,20081201,20090101
176,20080901,20090101,20090201
177,20081001,20090201,20090301
178,20081101,20090301,20090401
179,20081201,20090401,20090501
180,20090101,20090501,20090601
181,20090201,20090601,20090701
182,20090301,20090701,20090801
183,20090401,20090801,20090901
184,20090501,20090901,20091001
185,20090601,20091001,20091101
186,20090701,20091101,20091201
187,20090801,20091201,20100101
188,20090901,20100101,20100201
189,20091001,20100201,20100301
190,20091101,20100301,20100401
191,20091201,20100401,20100501
192,20100101,20100501,20100601
193,20100201,20100601,20100701
194,20100301,20100701,20100801
195,20100401,20100801,20100901
196,20100501,20100901,20101001
197,20100601,20101001,20101101
198,20100701,20101101,20101201
199,20100801,20101201,20110101
200,20100901,20110101,20110201
201,20101001,20110201,20110301
202,20101101,20110301,20110401
203,20101201,20110401,20110501
